Notes,predicted_label,confidence
placed on IL with elbow injury,injury,0.5166579970690058
strained back (DNP),DTD/DNP,0.2632119649460656
placed on IL with strained left Achilles tendon,injury,0.41240238692471765
placed on IL with left Achilles tendon injury,injury,0.5148182235670594
"fined $15,000 by NBA for participating in an unsanctioned University of Washington alumni basketball game",fined,0.37992449208134194
rotator cuff injury (DTD),DTD/DNP,0.2638571829396578
placed on IL with right rotator cuff tendinitis,injury,0.4852731763698389
placed on IL with sprained wrist,injury,0.42608676817340063
fined $25K by NBA for throwing his mouthpiece into the stands during game,fined,0.16745850528424291
placed on IL with dislocated right middle finger,injury,0.4977885051024994
toe injury (DTD),DTD/DNP,0.2444774815872592
placed on IL with right Achilles tendon injury,injury,0.4724899566948049
right Achilles tendinitis (DNP),injury,0.15658759751415385
placed on IL with right Achilles tendinitis,injury,0.3840201696393979
placed on IL with right knee tendinitis (out for season),injury,0.3049903586515663
patella tendinitis in left knee (DNP),injury,0.20702984369324973
sprained left foot (DTD),DTD/DNP,0.3947697039186681
placed on IL (date approximate),injury,0.2794637341472892
gastroenteritis (DTD) (CBC),illness,0.2669883340862825
returned to lineup (CBC),returned,0.32727968982602706
suspended by NBA for 1 game for throwing ball at referee,suspension,0.3050566486561111
fractured right index finger (out indefinitely),long term injury,0.2682379580413174
right wrist injury (DTD),DTD/DNP,0.20751171578952543
strained right wrist (DNP),DTD/DNP,0.22303691867948625
stomach virus / flu (DNP),illness,0.6093299930009253
dizziness (DTD),DTD/DNP,0.36021739923061896
"fined $35,000 by NBA for escalating an altercation during game",fined,0.3011781425463016
surgery to repair ligament and bone (out indefinitely),surgery,0.33991691440131877
placed on IL recovering from surgery to repair ligament and bone in toe,surgery,0.34059855685987744
"fined $25,000 by NBA for altercation with opposing player during game",fined,0.24859783998431445
sore left ankle (DTD),DTD/DNP,0.30195097333857845
placed on IL with sprained right foot (out for season),injury,0.3712914074415336
dislocated right shoulder (out indefinitely),long term injury,0.31866948477753454
placed on IL with dislocated right shoulder,injury,0.39993501826756156
right shoulder injury (DNP),injury,0.1973472207212412
surgery on right shoulder (out indefinitely),long term injury,0.23685927139756593
enlarged heart (out indefinitely),long term injury,0.2822235437584526
placed on IL with enlarged heart (out for season),long term injury,0.3518766904036687
pubic symphysis (DNP),illness,0.2696037711008992
placed on IL with sprained ligaments in left knee,injury,0.4741045714654558
suspended by NBA for 1 game for making contact with a referee,suspension,0.32053177978840003
placed on IL with head injury / dizziness,injury,0.7616723628465402
bruised left hip / knee injury (DNP),DTD/DNP,0.32200624206558565
torn ACL and partially torn MCL in right knee (out for season),long term injury,0.4452985647171469
placed on IL with torn ACL and partially torn MCL in right knee (out for season),long term injury,0.4029870641122232
surgery on right knee to repair torn ACL and partially torn MCL (out for season),surgery,0.3004271812006554
placed on IL with sore/sprained right knee,injury,0.27457185223565916
right knee inflammation (DNP),DTD/DNP,0.1776102405682834
surgery on right knee to repair torn meniscus,surgery,0.32918348253138224
recovering from surgery on right knee to repair torn meniscus (DNP),surgery,0.3630410639685086
placed on IL with bruised spinal cord (out for season),injury,0.26930104713793324
surgery on back (out for season),surgery,0.27669470861806816
placed on IL with strained left abductor,injury,0.3230516000944371
player began serving suspension by NBA for 1 game for pleading no contest to reckless driving,suspension,0.31316574531933056
left foot injury (DTD),DTD/DNP,0.3367884963113835
placed on IL with left foot injury / sprained left ankle (CBC),injury,0.367895553785721
plantar fasciitis in left foot (DNP) (P),DTD/DNP,0.2435655005663095
quadriceps injury (DNP),DTD/DNP,0.22319482721387696
rest / toe injury (out for season),long term injury,0.32908783724107693
suspended by team for 1 game and fined 1 game's pay for fighting with teammate in locker room following game,suspension,0.3061827556825788
"fined $25,000 by NBA for publicly criticizing referees after game",fined,0.24727924594308476
suspended by NBA for 2 games for confronting opposing broadcaster after game,suspension,0.39768319952346726
suspended by NBA for 1 game for striking opposing player in groin,suspension,0.3749141689237376
suspended by team indefinitely for conduct detrimental to the team (arguing with coach during halftime of game),suspension,0.30864981035390754
thigh injury (DNP),DTD/DNP,0.21013760742381674
placed on IL with strained left hip flexor,injury,0.4148866936404356
"suspended by NBA for 1 game and fined $20,000 for throwing punch at opposing player and arguing with referees",suspension,0.2936975395794914
suspended by NBA for 1 game for receiving 16th technical foul of season,suspension,0.3591908540785198
placed on IL with illness / stomach flu,illness,0.6135679966708176
strained right calf (DTD),DTD/DNP,0.34672486095074556
placed on IL with strained Achilles,injury,0.4391576253486075
suspended by NBA for 1 game for elbowing opposing player in head,suspension,0.40968554709799765
suspended by team for 1 game for yelling at coach during game,suspension,0.3388317607794977
suspended by NBA for 1 game for receiving 16th technical foul of the season,suspension,0.3591908540785198
"fined $25,000 by NBA for throwing mouth piece and entering the stands during game",fined,0.2269457443099804
fined an undisclosed amount by team for verbally abusing a reporter,illness,0.12124798513813884
suspended by NBA for 1 game receiving 16th technical foul,suspension,0.4104378215767532
"fined $25,000 by NBA for making an inappropriate statement and gesture while leaving court after being ejected from game",fined,0.19992115951374553
bone bruise in left knee (DTD),DTD/DNP,0.18935868535515818
placed on IL with bone bruise in left knee,injury,0.45123472327729147
illness (out for season),illness,0.3872178409405136
sore upper back (DTD),soreness,0.22837319757564017
wisdom tooth extraction (DTD),illness,0.2317980866602426
placed on IL with sore/strained right hamstring,injury,0.19204029668490838
placed on IL with sore/strained right hamstring (out for season),long term injury,0.30792721162407616
torn patella tendon in left knee (out for season),long term injury,0.34676298656129223
surgery on left knee to repair torn patella tendon (out for season),surgery,0.35064080006985016
placed on IL recovering from surgery on left knee to repair torn patella tendon,surgery,0.3882761462763342
tightness in lower back (out for season),long term injury,0.2528236661331182
placed on IL with lacerated right ring finger,injury,0.37415630510089554
fractured right big toe (out for season),long term injury,0.25767983244671394
placed on IL recovering from left knee injury (out for season),long term injury,0.3050392729477915
placed on IL with neck injury,injury,0.5260587816231884
hamstring injury (DNP),DTD/DNP,0.19231426662114662
fractured left index finger (DNP),long term injury,0.1989774082945542
placed on IL with fractured left index finger,injury,0.2529352151478701
foot injury (DNP),DTD/DNP,0.21632366719990023
right foot inflammation (DNP),injury,0.22985610155717415
strained left quadricep (out indefinitely),long term injury,0.3313513733664807
bruised left quadricep (DTD),DTD/DNP,0.5451126430180354
tightness in left groin (DTD),DTD/DNP,0.2205039985240964
placed on IL with tightness in left groin,injury,0.397945406102065
strained left calf muscle (out indefinitely),long term injury,0.299595839996541
placed on IL with strained left calf muscle,injury,0.30037642344612103
bruised left patella (DNP),DTD/DNP,0.35783319696633914
placed on IL with right thigh injury,injury,0.6637955771403992
sore triceps (DNP),soreness,0.5854262445858681
placed on IL with sore neck / shin injury,injury,0.31514754069288375
sore neck (DNP),DTD/DNP,0.22152148777020028
placed on IL with bruised right shin,injury,0.34927730768296694
bruised right shin (DNP),DTD/DNP,0.3793879145079454
left Achilles injury (DNP),injury,0.20058943908935645
bruised ribs (DTD),DTD/DNP,0.49433434094794576
strained hamstring (DTD),DTD/DNP,0.30764449465155397
bruised left toe (DTD),DTD/DNP,0.3891594828558385
knee injury / rest (DTD),other reasons,0.20099243132909708
sore knee / rest (DTD),soreness,0.2194935085044401
placed on IL with bruised left quadriceps,injury,0.2816517906255984
placed on IL with bruised left knee / thigh,injury,0.38422062507155125
placed on IL with sore left foot,soreness,0.2609127633733482
placed on IL with bruised quadriceps / sore knee (DTD),injury,0.2261031224662172
stiffness in back (DTD),DTD/DNP,0.36021739923061896
sore lower back (DTD),soreness,0.2526730935904336
ruptured quadriceps tendon in left leg (out for season),long term injury,0.2987664854426719
placed on IL recovering from surgery to repair ruptured quadriceps tendon in left leg (out for season),surgery,0.24940332468633214
placed on IL recovering from surgery to repair ruptured quadriceps tendon in left leg,surgery,0.26252855651554263
tightness in back (DTD),DTD/DNP,0.2040889887114565
placed on IL with tightness in back,injury,0.39698216224313637
concussion symptoms (DNP),illness,0.2696037711008992
appendectomy (out indefinitely),long term injury,0.37512568196850765
placed on IL recovering from appendectomy,injury,0.3226214240980294
left shoulder injury (DTD),DTD/DNP,0.20468970187182028
hand injury (DTD),injury,0.21196203644170353
placed on IL with back injury (F),injury,0.5898973119579357
fractured nose (DNP),illness,0.17616816159489793
sore/strained left calf (DTD),DTD/DNP,0.2939132931539825
placed on IL with sprained right ankle (P) / elbow injury (CBC),injury,0.39128066475367884
broken bone in left hand (out indefinitely),injury,0.2563605317882804
placed on IL with broken bone in left hand,injury,0.477051710266276
sore hip (DNP) (P),soreness,0.33266577912581985
placed on IL with sore hip (F),injury,0.31935937630578237
rest (DNP) (P),other reasons,0.2202453510534021
bruised left quadricep (DNP),DTD/DNP,0.46351432848343505
placed on IL with strained/sore right hamstring,soreness,0.21269376135519782
tightness in left hamstring (DNP),DTD/DNP,0.20882734792363258
calf injury / rest (DNP),DTD/DNP,0.18065051430102805
stress fracture in right leg (out indefinitely),long term injury,0.22104342303460042
left shoulder impingement (DTD),DTD/DNP,0.20812654577123363
bruised lower back (DTD),DTD/DNP,0.39479120283908814
placed on IL with strained abductor (P) / adductor (CBC),injury,0.2786071740817954
surgery to repair testicle injury (out indefinitely),surgery,0.30041199860522555
placed on IL recovering from surgery to repair testicular injury,surgery,0.35804850573749697
sore back / back spasms (DTD),soreness,0.2432037261487757
left ankle impingement (DTD),DTD/DNP,0.3939215942022675
bruised right quadriceps (DTD),DTD/DNP,0.40646778061584377
bruised right thigh (DTD),DTD/DNP,0.4547775950076321
bruised sternum (DTD),DTD/DNP,0.49433434094794576
placed on IL with sore left knee / rest,soreness,0.358407181204376
placed on IL with bruised chest,injury,0.32820023189859854
placed on IL with strained right plantaris muscle / calf injury,injury,0.3469402429420674
strained right adductor (DTD),DTD/DNP,0.33918000762063755
placed on IL strained left hamstring,injury,0.34852007639925964
back spasms (DNP) (P),illness,0.18114341136338366
placed on IL with back spasms (F),injury,0.44853337768442736
placed on IL with back spasms (P),injury,0.44853337768442736
placed on IL with left calf injury,injury,0.3782827871626713
sprained/separated right shoulder (DNP),DTD/DNP,0.15868708869722659
placed on IL with sprained right shoulder,injury,0.379949250203246
bruised right calf (DNP),DTD/DNP,0.35798653937691893
bruised right calf/shin (DNP),DTD/DNP,0.35798653937691893
placed on IL with sore right calf,soreness,0.38854170293294016
stress fracture in right foot (out indefinitely),long term injury,0.18024171326156802
placed on IL with stress fracture in right foot,injury,0.3443869369899045
bruised lower back (DNP),DTD/DNP,0.3354956038184841
torn lateral meniscus in right knee (out indefinitely),long term injury,0.40501475382437135
surgery on right knee to repair torn lateral meniscus (out for season),surgery,0.2623837495009946
rest / knee injury (DNP),injury,0.18352405089423973
fractured right hand (DTD),DTD/DNP,0.19404909826960975
surgery on right hand to repair fracture (out indefinitely),surgery,0.3432886563412901
surgery on right cheek to repair fracture (DTD),surgery,0.3248021668915946
"fined $25,000 by NBA for using inappropriate language towards fan during game",fined,0.2330495670949226
"fined $3,000 by NBA for technical foul",fined,0.2637996205814017
"fined $15,000 by NBA for using inappropriate language during a post-game interview",fined,0.2610450604160325
"fined $15,000 by NBA for publically criticizing the referees after game",fined,0.226332717688038
"fined $10,000 by NBA for initiating a confrontation with opposing player",fined,0.1844855530034107
"fined $25,000 by NBA for verbal altercation with fan during game",fined,0.3267367832141838
suspended by NBA for 1 game for receiving 16th technical foul,suspension,0.4104378215767532
placed on IL with sore/sprained knee,soreness,0.2834218302946852
placed on IL with flu-like symptoms,injury,0.3996136056032351
sore right foot (DNP) (F),soreness,0.2915592809137123
placed on IL with strained left calf (CBC),injury,0.293950665471805
placed on IL with strained left calf (P),injury,0.30533227794702933
left knee injury (out indefinitely),long term injury,0.27173320528517264
placed on IL with stress reaction in lower left leg,injury,0.2702159035241468
placed on IL with strained MCL in left knee,injury,0.4619176218980069
surgery on right groin (out indefinitely),surgery,0.2691444277697341
surgery on left wrist to repair torn ligament (out indefinitely),surgery,0.4224841785190131
right hamstring injury (DTD),DTD/DNP,0.24241589009989517
placed on IL with tightness in right hamstring,injury,0.3068392259519164
placed on IL with left groin injury,injury,0.5409208418343806
suspended by NBA for 1 game for headbutting opposing player,suspension,0.4216715939413258
surgery on right knee to repair torn ACL (out for season),surgery,0.3067098823488232
"fined $25,000 by NBA for hitting opposing player in groin",fined,0.18708436241108106
left calf injury (out indefinitely),long term injury,0.2636180242405536
placed on IL with right knee injury (out for season),long term injury,0.34827266797044454
placed on IL with concussion (out for season),long term injury,0.43066640590331856
sore right shoulder (DNP),soreness,0.41463083944745804
"fined $25,000 by NBA for making slicing gesture across throat during game",fined,0.24387273159036318
sore shoulder (DNP),soreness,0.3489883518308899
fractured right toe (out indefinitely),long term injury,0.21965667947379683
surgery on right toe to repair fracture (out indefinitely),surgery,0.3203737223992111
placed on IL recovering from surgery on right toe,surgery,0.2605657585852926
placed on IL with right foot injury (out for season),injury,0.38838305889209435
surgery on right foot to install bone graft (out for season),surgery,0.22100134197209842
"fined $15,000 by NBA for flagrant foul",fined,0.18414923169179775
disciplinary (DNP),illness,0.18247699372773094
placed on IL with right hamstring injury,injury,0.3693945938331462
placed on IL with left Achilles injury,injury,0.4700819434638709
placed on IL with plantar fasciitis,injury,0.446078545974596
sprained right knee (DTD),DTD/DNP,0.21581322241777004
left hip pointer (DTD),DTD/DNP,0.2255241159221844
partially torn left oblique muscle (out for season),long term injury,0.3526495382496799
placed on IL with partially torn left oblique muscle (out for season),long term injury,0.32281748671592436
placed on IL with sore right ankle (out for season),soreness,0.3063051813054754
placed on IL with left calf injury (out for season),long term injury,0.33969604208874166
placed on IL with torn ligament in right elbow,injury,0.3172406551285713
placed on IL with strained right elbow (out for season),long term injury,0.2775677055561091
sore ankle (DNP),soreness,0.361308772156061
flu-like symptoms / ankle injury (CBC) (DNP),illness,0.19104170936493053
placed on IL with sore/strained left hamstring,injury,0.23392465657005868
sore/strained left hamstring (DNP),DTD/DNP,0.23555186614185752
sprained right ankle (DNP) (F),DTD/DNP,0.17809916553810237
facial injury (DNP),DTD/DNP,0.21013760742381674
right eye injury (DNP),DTD/DNP,0.19330288259805423
suspended by NBA for 1 regular season game for swinging his arm at the head of opposing player during game,suspension,0.3716090515200825
player began serving suspension by NBA for 1 regular season game for swinging his arm at the head of opposing player during game,suspension,0.30963874437457317
strained right patella tendon (DNP),DTD/DNP,0.21040968385265155
sore left / right ankle (DNP),soreness,0.38641719759380516
sprained left ankle/foot (DNP),DTD/DNP,0.3552110765388636
placed on IL with sprained left ankle/foot,injury,0.3530730035679817
torn tendon in left groin (out indefinitely),injury,0.2586367754464706
placed on IL with torn tendon in left groin,injury,0.5175703830136689
"fined $15,000 by NBA for excessive contact with opposing player",fined,0.18434400038609652
placed on IL for rest / flu (out for season),long term injury,0.22260787818347746
"fined $25,000 by NBA",fined,0.36227390590795094
"fined $15,000 by NBA for publically criticizing the referees following game",fined,0.23112318361453274
microfracture surgery on right knee to repair cartilage damage (out for season),surgery,0.25817012162927855
placed on IL recovering from microfracture surgery on right knee to repair cartilage damage (out for season),surgery,0.285757111368831
recovering from microfracture surgery on right knee to repair cartilage damage (out indefinitely),surgery,0.31255814386624686
placed on IL recovering from microfracture surgery on right knee to repair cartilage damage,surgery,0.2872517015905569
suspended by NBA for 1 game for throwing mouthpiece at referee following ejection from game,suspension,0.3690944105566007
placed on IL with strained left shoulder,injury,0.3085409586920291
placed on IL with sore right pinky finger (out for season),long term injury,0.3120441698521961
broken right foot (out indefinitely),injury,0.28261659845275
broken right foot (DNP),injury,0.34683234211974845
placed on IL recovering from surgery to repair broken right foot,injury,0.2971220727230988
sore left index finger (DNP),DTD/DNP,0.19259944811651555
placed on IL recovering from arthroscopic surgery on right kene to repair torn meniscus,surgery,0.3619212589300606
assigned to NBADL (for conditioning),illness,0.12049627805415801
torn medial meniscus (P) / strained left calf (CBC) (DNP),DTD/DNP,0.17584744555835224
placed on IL with rehab on right (P) / left (CBC) knee,injury,0.39775987937821644
strained lower back (DTD),DTD/DNP,0.2569826715900005
placed on IL with strained back / chronic disc problem in back (out for season),long term injury,0.3348954369783456
cold (DNP),illness,0.2696037711008992
fined $25K by NBA for throwing ball into stands,fined,0.13473941233497838
strained arch in right foot (DNP),injury,0.23391098385255568
placed on IL with strained hip,injury,0.4989730216884656
placed on IL with sprained right hip,injury,0.5303913312174855
flu (DTD),illness,0.4106936427926429
back spasms / sore lower back (DTD),soreness,0.18504447904397855
sore right knee (out for season),long term injury,0.39647870934036505
rehab of left knee (DTD),DTD/DNP,0.1931460900307857
placed on IL with sore right knee (DTD),soreness,0.430163518414655
eye laceration (DTD),DTD/DNP,0.21088166152554239
neck spasms (DTD),DTD/DNP,0.2622947697239671
"fined $15,000 by NBA for altercation with opposing player during game",fined,0.24859783998431445
renewing visa (DNP),illness,0.2696037711008992
left knee inflammation (DNP),injury,0.19409169490556522
placed on IL with sprained toe,injury,0.442863674606602
strained right abductor (DNP),DTD/DNP,0.290705466860392
sprained/bruised right foot (DNP),DTD/DNP,0.33054924659372986
placed on IL with strained right adductor,injury,0.3336453700642741
placed on IL for disciplinary reasons,other reasons,0.32590441949705035
strained left / right (CBC) adductor (DNP),DTD/DNP,0.2517806790224971
strained left / right (CBC) adductor (DNP) (F),DTD/DNP,0.2517806790224971
strained left adductor (DNP) (F),DTD/DNP,0.27834017233240244
placed on IL with sinus infection,illness,0.3568327853445586
Achilles injury (out for season),long term injury,0.4075611244798517
placed on IL with Achilles injury (out for season),long term injury,0.32380940545787973
plantar faciitis in right foot (DTD),DTD/DNP,0.20543972640886957
fractured left ring finger (out indefinitely),long term injury,0.3509931169887169
placed on IL with fractured left ring finger,injury,0.4002671008409918
left finger injury (DTD),DTD/DNP,0.26780384991672673
food poisoning (DTD),DTD/DNP,0.36021739923061896
bruised right hip (DNP),DTD/DNP,0.2868288166314276
bruised left heel (DNP) (P),DTD/DNP,0.3478503023662271
right ankle inflammation (DNP),DTD/DNP,0.19883966823612687
placed on IL for personal reasons (F),other reasons,0.661187038462145
death in family (DNP) (F P),other reasons,0.3283188641558846
placed on IL with strained right rotator cuff,injury,0.38747889760353266
dizziness (DNP),illness,0.2696037711008992
fractured right thumb (DNP),DTD/DNP,0.2632360517304656
nerve damage in left knee (DNP),injury,0.22410258661815677
placed on IL with nerve damage in left knee (out for season),long term injury,0.33359425820951616
ruptured right Achilles tendon (out for season),long term injury,0.29938837297921933
placed on IL with ruptured right Achilles tendon (out for season),injury,0.2886199046502593
fractured fibula in left leg (out indefinitely),long term injury,0.3386796057903527
placed on IL with fractured bone in left leg,injury,0.3214513886003927
back injury (DTD),DTD/DNP,0.2638571829396578
sore left hip/knee (DNP),soreness,0.2616155019327093
mouth injury (DNP),DTD/DNP,0.18618400651210382
suspended by NBA for 1 game for kicking opposing player in face,suspension,0.3429713607659822
hand injury (DNP),injury,0.24570725220873196
hand injury / sprained left wrist (DNP),injury,0.23639155741028886
"fined $15,000 by team for intentionally hitting a camera",fined,0.1764534412316629
flu / stomach virus (DTD),illness,0.5589889696922243
suspended by team for 1 game for violating team policy (practice altercation),suspension,0.29249566353960355
placed on IL with right groin / knee injury,injury,0.5303405583539234
placed on IL with left eye injury,injury,0.4383367460754738
strained right calf (out for season),long term injury,0.3680101636676795
placed on IL with strained right calf muscle (out for season),long term injury,0.33096104711038765
placed on IL with sprained foot,injury,0.45878621339531594
placed on IL recovering from surgery to repair facial fracture near left eye,surgery,0.31956655134570977
tightness in lower back (DTD),DTD/DNP,0.18901000112656044
sore left Achilles tendon (DTD),soreness,0.18531424151014989
left Achilles tendinitis (out for season),long term injury,0.3056512780812724
left big toe injury (DTD),DTD/DNP,0.21302732845629124
eye injury (DTD),DTD/DNP,0.22181802141002838
placed on IL with laceration above right eye,injury,0.3424786435991433
sore left Achilles (DTD),soreness,0.23927010764242523
placed on IL with sore left Achilles (out for season),soreness,0.23072939288014957
surgery on left heel to smooth bone (out for season) (date approximate),long term injury,0.19814088907688965
placed on IL with left hamstring injury,injury,0.4270331123435439
left thigh injury (DTD),DTD/DNP,0.32517804985267273
sore left ankle (out for season),long term injury,0.3504974581766302
right ankle injury (out indefinitely),long term injury,0.32647825180579604
activated (P),returned,0.34000193653609145
Visa issues (DNP),illness,0.18072183192374008
placed on IL recovering from surgery on right ankle to remove bone spur,surgery,0.24417884427338954
partially dislocated left shoulder (out indefinitely),long term injury,0.3648515833941459
placed on IL with partially dislocated left shoulder (out for season),long term injury,0.42413161879798345
surgery to repair partially dislocated left shoulder (out for season),long term injury,0.28778960833349326
bronchitis (DNP),illness,0.2696037711008992
suspended by NBA for 10 games for violating the terms of the anti-drug program,suspension,0.2792727005323768
placed on IL with suspension,injury,0.27734204227771136
placed on IL with sprained right ankle / left ankle,injury,0.3566773951595186
torn abdominal muscle (DTD),injury,0.15492919856506135
strained left foot (DTD),DTD/DNP,0.35204355124545517
"fined $15,000 by NBA for using profanity during a post-game TV interview",fined,0.37992449208134194
placed on IL with tightness in right groin,injury,0.40359894177663425
DTD,DTD/DNP,0.36021739923061896
left elbow injury / rest (DNP),DTD/DNP,0.16966894760346685
placed on IL with torn MCL in right knee,injury,0.4660078675589434
fined $25K by NBA for confronting opposing player in locker room area after being ejected from game,suspension,0.20045507728425388
ingrown toenail (DNP),illness,0.2696037711008992
suspended by NBA for 1 game for throwing punch at opposing player,suspension,0.3715671032472503
bruised right knee (P) / sore left knee (CBC) (DNP),soreness,0.24483863242475168
bruised right knee (P) (DNP),DTD/DNP,0.2998534064121228
placed on IL with right knee tendinitis (P) / sore left foot (CBC),injury,0.29854351451274086
suspended by NBA for 1 game for altercation with opposing players,suspension,0.3821906452768684
stress fracture in left kneecap (out indefinitely),long term injury,0.25353577998490345
"fined $15,000 by NBA for criticizing referees after game",fined,0.24727924594308476
"fined $15,000 by NBA for pushing opposing player",fined,0.21194922191188775
placed on IL with fractured left hand/wrist,injury,0.43344857417915283
placed on IL with sore/swollen right knee (out for season),long term injury,0.38670736468459593
surgery on left knee to remove calcium deposits (out indefinitely),surgery,0.27544812880066655
"fined $25,000 by NBA for inappropriate interaction with a referee during game",fined,0.2377328786768562
"fined $15,000 by NBA for post-game confrontation",fined,0.37992449208134194
"fined $15,000 by NBA for publically criticizing referees after game",fined,0.226332717688038
rest / quadriceps injury (DTD),DTD/DNP,0.2405573474047689
sore left knee / left knee inflammation (DTD),soreness,0.21927031899056568
placed on IL with sore left knee / left knee inflammation,soreness,0.2652568293689973
fined by team,other reasons,0.12389045722994722
sore left heel (DTD),soreness,0.22752047262758526
placed on IL with torn left Achilles tendon (out for season),injury,0.3552721046129248
placed on IL recovering from torn left Achilles tendon (out for season),injury,0.28939814857919377
placed on IL with torn ACL in left knee,injury,0.3911194220228236
placed on IL with left knee tendinitis (out for season),injury,0.3376849777066293
placed on IL with bruised hip,injury,0.43568268995926557
strained left calf (DNP) (F),DTD/DNP,0.2759760894473656
activated from IL (CBC P),returned,0.35151869225395943
conditioning (DNP),illness,0.2696037711008992
placed on IL (P) (out for season),long term injury,0.4096439316770127
placed on IL with sore right knee / right knee tendinitis,injury,0.23449361974031382
placed on IL with sore right knee / right knee tendinitis (out for season),long term injury,0.25546585682920575
sore left (P) / right (CBC) knee (DNP),soreness,0.3621602380670797
sore left knee (DNP) (F P),soreness,0.4122563057090642
ACL injury in knee (out indefinitely),long term injury,0.320966490339953
dental procedure (DNP),illness,0.2696037711008992
sore right knee (P) / left knee (CBC) (DNP),soreness,0.366809662655916
right leg injury (DTD),DTD/DNP,0.21044988879999
sore left wrist (DNP),soreness,0.249461082195748
finger injury (DNP),DTD/DNP,0.19175176880648517
strained left patella tendon (DNP),injury,0.21437977030105787
strained patella tendon nin left knee (DNP),injury,0.26233385609421384
headache (DNP),illness,0.2696037711008992
sore left big toe (DNP),DTD/DNP,0.1786458196065274
suspended by team for 2 games and fined for missing shootaround,suspension,0.24926235154045495
fractured right thumb (out indefinitely),long term injury,0.21772509668724416
surgery to repair fractured right thumb (out indefinitely),surgery,0.2856942458551408
placed on IL recovering from surgery to repair fractured right thumb,surgery,0.3183863461150016
fined by team for missing shootaround,other reasons,0.12389045722994722
family matter (DNP),other reasons,0.19431968213413212
suspended by NBA for 2 games for DUI arrest,suspension,0.289570786050917
placed on IL with strained right knee,injury,0.354628138038881
strained right knee (DNP),DTD/DNP,0.2414406358139318
suspended by NBA for 1 game for striking opposing player in stomach,suspension,0.3789217471958293
strained right hand (DNP),DTD/DNP,0.22317998576824694
placed on IL with strained right hand,injury,0.3919624586782555
back injury / illness (P) (DNP),illness,0.5188706399349396
sore SI joint (DNP),soreness,0.5854262445858681
undisclosed (out for season),long term injury,0.7150425294548213
broken fifth metatarsal in right foot (out indefinitely),injury,0.2377767085878842
surgery on right foot to repair broken fifth metatarsal,surgery,0.2816177711619238
placed on IL recovering from surgery on right foot to repair broken fifth metatarsal (out for season),surgery,0.3265288486247901
suspended by NBA for 5 games (later reduced to 4 games) for initiating an altercation and attempting to enter opposing team's locker room,suspension,0.3385706281637268
"fined $25,000 by NBA for flagrant foul",fined,0.18414923169179775
upset stomach (DNP),illness,0.41090346620870866
placed on IL with death of grandfather,injury,0.2779988482409925
torn right Achilles tendon (out indefinitely),long term injury,0.25008997587045856
surgery to repair torn right Achilles tendon,surgery,0.2833711620952691
placed on IL recovering from surgery to repair torn right Achilles tendon (out for season),surgery,0.33082771036513353
ill (DNP),illness,0.2696037711008992
placed on IL recovering from surgery on eye to repair detached retina (out for season),surgery,0.23411477343001572
placed on IL with bruised knee,injury,0.39693079014084887
stomach flu / appendicitis (CBC) (DNP),illness,0.3786914867456983
placed on IL with appendectomy,injury,0.7035313093461577
lower back spasms (DNP),injury,0.22160784736183334
suspended by team for 1 game,suspension,0.31838366190561773
"fined $25,000 by NBA for obscene gesture directed at fans",fined,0.2923960138932574
left finger injury (DNP),DTD/DNP,0.22856300738855412
bruised spinal cord (out indefinitely),long term injury,0.22088761185557856
placed on IL with bruised spinal cord,injury,0.3958547213161034
placed on IL with neck injury / concussion,injury,0.5260587816231884
broken right hand (out indefinitely),injury,0.2862163181715548
surgery to repair broken right hand (out indefinitely),surgery,0.2634469530477163
fractured left index finger (out indefinitely),long term injury,0.32416926087715114
hyperextended right knee (DNP),DTD/DNP,0.1806304633923878
sprained left shoulder (out indefinitely),long term injury,0.33974417508531324
left shoulder injury / rest (DNP),long term injury,0.15552238023756648
strained left bicep (out indefinitely),long term injury,0.3313513733664807
placed on IL with strained left bicep,injury,0.4243687778288226
strained left shoulder (DTD),DTD/DNP,0.236384843647351
sore right hip / rest (DTD),soreness,0.23551423139199787
fractured left kneecap (out for season),long term injury,0.5537115178284985
surgery on left knee to repair fractured kneecap (out indefinitely),surgery,0.37210693139636025
placed on IL recovering from surgery on left knee to repair fractured kneecap,surgery,0.389741905393186
tightness in right hamstring (DTD),DTD/DNP,0.22698043982648533
rest / knee injury (DTD),DTD/DNP,0.18929922673015784
placed on IL with sprained left ankle (date approximate),injury,0.27676039872133035
"fined $25,000 by NBA for failing to leave the court in a timely manner after being ejected from game",fined,0.32505629177019757
"fined $15,000 by NBA",fined,0.36227390590795094
placed on IL with sprained left foot (DTD),injury,0.2502186195592268
placed on IL with right quadricep injury,injury,0.6637955771403992
right eye injury (out for season),long term injury,0.46030020909057867
suspended by NBA for 25 games for violating the NBA/NBPA anti-drug program,suspension,0.3662085785403623
sore left foot/ankle (DNP),soreness,0.238870864344398
abdominal pain / appendectomy (CBC) (DNP),illness,0.15556674169925636
recovering from appendectomy (DNP),illness,0.18701131125301823
placed on IL with right ankle inijury,injury,0.4390766300853515
back injury / rest (DNP),other reasons,0.19826874154706764
placed on IL with sore left knee / right knee injury,injury,0.3241886811235084
sore right knee / rest (DNP),soreness,0.4309226662945797
rest / sore back (DNP),soreness,0.29603160815554763
sprained right hand (DNP),injury,0.21734330145229883
rest / right knee injury (DNP),injury,0.1977695440385941
